# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Oct 11 05:55:42 2024
#
# User preference: *
#
# CONSTRAINT:  order by pl_name asc, disc_year asc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN sy_dist:        Distance [pc]
#
pl_name,hostname,disc_year,disc_facility,pl_orbsmax,pl_bmassj,st_mass,sy_dist
Kepler-333 b,Kepler-333,2014,Kepler,0.087000,0.08900,0.60,324.4130000
Kepler-333 c,Kepler-333,2014,Kepler,0.135000,0.00444,0.60,324.4130000
Kepler-334 b,Kepler-334,2014,Kepler,0.061000,0.00459,1.02,426.5900000
Kepler-334 c,Kepler-334,2014,Kepler,0.107000,0.00829,1.02,426.5900000
Kepler-334 d,Kepler-334,2014,Kepler,0.168000,0.00809,1.02,426.5900000
Kepler-335 b,Kepler-335,2014,Kepler,0.075000,0.03590,1.03,1278.9700000
Kepler-335 c,Kepler-335,2014,Kepler,0.356000,0.03030,1.02,1278.9700000
Kepler-336 b,Kepler-336,2014,Kepler,0.033000,0.00328,1.09,768.8600000
Kepler-336 c,Kepler-336,2014,Kepler,0.092000,0.01590,1.09,768.8600000
Kepler-336 d,Kepler-336,2014,Kepler,0.154000,0.01950,1.09,768.8600000
Kepler-337 b,Kepler-337,2014,Kepler,0.045000,0.00940,1.05,677.9750000
Kepler-337 c,Kepler-337,2014,Kepler,0.093000,0.01530,1.05,677.9750000
Kepler-338 b,Kepler-338,2014,Kepler,0.117000,0.09600,1.10,552.7980000
Kepler-338 c,Kepler-338,2014,Kepler,0.172000,0.01910,1.10,552.7980000
Kepler-338 d,Kepler-338,2014,Kepler,0.257000,0.02920,1.10,552.7980000
Kepler-338 e,Kepler-338,2014,Kepler,0.089744,0.02700,1.14,552.7980000
Kepler-339 b,Kepler-339,2014,Kepler,0.055000,0.00819,0.93,616.6370000
Kepler-339 c,Kepler-339,2014,Kepler,0.069000,0.02300,0.93,616.6370000
Kepler-339 d,Kepler-339,2014,Kepler,0.091000,0.04600,0.93,616.6370000
Kepler-34 b,Kepler-34,2011,Kepler,1.089600,0.22000,1.05,1800.8200000
Kepler-340 b,Kepler-340,2014,Kepler,0.134000,0.02180,1.65,808.7620000
Kepler-340 c,Kepler-340,2014,Kepler,0.178000,0.03550,1.65,808.7620000
Kepler-341 b,Kepler-341,2014,Kepler,0.060000,0.00553,1.00,1047.0300000
Kepler-341 c,Kepler-341,2014,Kepler,0.080000,0.01110,1.00,1047.0300000
Kepler-341 d,Kepler-341,2014,Kepler,0.182000,0.01280,1.00,1047.0300000
Kepler-341 e,Kepler-341,2014,Kepler,0.242000,0.01450,1.00,1047.0300000
Kepler-342 b,Kepler-342,2014,Kepler,0.128000,0.01790,1.26,781.6110000
Kepler-342 c,Kepler-342,2014,Kepler,0.185000,0.01420,1.26,781.6110000
Kepler-342 d,Kepler-342,2014,Kepler,0.242000,0.02130,1.26,781.6110000
Kepler-342 e,Kepler-342,2016,Kepler,0.029300,0.00193,1.26,781.6110000
Kepler-343 b,Kepler-343,2014,Kepler,0.088000,0.02010,1.08,927.1930000
Kepler-343 c,Kepler-343,2014,Kepler,0.167000,0.01490,1.08,927.1930000
Kepler-344 b,Kepler-344,2014,Kepler,0.153000,0.02300,0.93,1002.9400000
Kepler-344 c,Kepler-344,2014,Kepler,0.488000,0.02830,0.93,1002.9400000
Kepler-345 b,Kepler-345,2014,Kepler,0.066000,0.00157,0.61,260.0000000
Kepler-345 c,Kepler-345,2014,Kepler,0.077000,0.00692,0.61,260.0000000
Kepler-346 b,Kepler-346,2014,Kepler,0.071000,0.02380,0.95,984.1050000
Kepler-346 c,Kepler-346,2014,Kepler,0.168000,0.03030,0.95,984.1050000
Kepler-347 b,Kepler-347,2014,Kepler,0.110000,0.01430,1.05,1298.8800000
Kepler-347 c,Kepler-347,2014,Kepler,0.183000,0.01170,1.05,1298.8800000
Kepler-347 d,Kepler-347,2023,Kepler,0.380200,0.02980,1.00,1298.8800000
Kepler-348 b,Kepler-348,2014,Kepler,0.076000,0.00920,1.27,570.7830000
Kepler-348 c,Kepler-348,2014,Kepler,0.138000,0.00733,1.27,570.7830000
Kepler-349 b,Kepler-349,2014,Kepler,0.065000,0.29700,1.02,940.7240000
Kepler-349 c,Kepler-349,2014,Kepler,0.105000,0.01420,1.02,940.7240000
Kepler-35 b,Kepler-35,2011,Kepler,0.603470,0.12700,0.89,1819.1700000
Kepler-350 b,Kepler-350,2014,Kepler,0.104000,0.01280,1.19,956.8590000
Kepler-350 c,Kepler-350,2013,Kepler,0.138500,0.01900,1.00,956.8590000
Kepler-350 d,Kepler-350,2013,Kepler,0.178600,0.04700,1.00,956.8590000
Kepler-351 b,Kepler-351,2014,Kepler,0.214000,0.01500,0.81,1083.9100000
Kepler-351 c,Kepler-351,2014,Kepler,0.287000,0.03500,0.81,1083.9100000
Kepler-351 d,Kepler-351,2016,Kepler,0.517700,0.02470,0.81,1083.9100000
Kepler-352 b,Kepler-352,2014,Kepler,0.085000,0.00178,0.83,252.7330000
Kepler-352 c,Kepler-352,2014,Kepler,0.118000,0.00651,0.83,252.7330000
Kepler-352 d,Kepler-352,2021,Kepler,0.065700,0.00141,0.80,252.7330000
Kepler-353 b,Kepler-353,2014,Kepler,0.051000,0.00201,0.55,384.6940000
Kepler-353 c,Kepler-353,2014,Kepler,0.065000,0.00780,0.55,384.6940000
Kepler-354 b,Kepler-354,2014,Kepler,0.054000,0.01270,0.65,554.0640000
Kepler-354 c,Kepler-354,2014,Kepler,0.115000,0.00714,0.73,554.0640000
Kepler-354 d,Kepler-354,2014,Kepler,0.146000,0.00651,0.65,554.0640000
Kepler-355 b,Kepler-355,2014,Kepler,0.102000,0.00859,0.99,1432.1700000
Kepler-355 c,Kepler-355,2014,Kepler,0.179000,0.02450,0.99,1432.1700000
Kepler-356 b,Kepler-356,2014,Kepler,0.057000,0.00972,1.17,707.5590000
Kepler-356 c,Kepler-356,2014,Kepler,0.115000,0.01240,1.17,707.5590000
Kepler-357 b,Kepler-357,2014,Kepler,0.063000,0.01270,0.79,688.5730000
Kepler-357 c,Kepler-357,2014,Kepler,0.120000,0.02390,0.79,688.5730000
Kepler-357 d,Kepler-357,2014,Kepler,0.246000,0.03660,0.79,688.5730000
Kepler-358 b,Kepler-358,2014,Kepler,0.210000,0.02470,0.94,1101.1000000
Kepler-358 c,Kepler-358,2014,Kepler,0.381000,0.02670,0.94,1101.1000000
Kepler-359 b,Kepler-359,2014,Kepler,0.178000,0.03840,1.14,1443.2100000
Kepler-359 c,Kepler-359,2014,Kepler,0.307000,0.00912,1.14,1443.2100000
Kepler-359 d,Kepler-359,2014,Kepler,0.372000,0.00850,1.14,1443.2100000
Kepler-36 b,Kepler-36,2012,Kepler,0.115300,0.01205,1.03,527.9560000
Kepler-36 c,Kepler-36,2012,Kepler,0.128300,0.02243,1.03,527.9560000
Kepler-360 b,Kepler-360,2014,Kepler,0.044000,0.01060,0.95,876.0440000
Kepler-360 c,Kepler-360,2014,Kepler,0.075000,0.01590,0.95,876.0440000
Kepler-361 b,Kepler-361,2014,Kepler,0.086000,0.00849,1.17,930.3200000
Kepler-361 c,Kepler-361,2014,Kepler,0.300000,0.02170,1.17,930.3200000
Kepler-362 b,Kepler-362,2014,Kepler,0.087000,0.00193,1.02,1090.5100000
Kepler-362 c,Kepler-362,2014,Kepler,0.207000,0.00849,1.02,1090.5100000
Kepler-363 b,Kepler-363,2014,Kepler,0.048000,0.00521,1.10,762.5960000
Kepler-363 c,Kepler-363,2014,Kepler,0.079000,0.20900,1.10,762.5960000
Kepler-363 d,Kepler-363,2014,Kepler,0.107000,0.01530,1.10,762.5960000
Kepler-364 b,Kepler-364,2014,Kepler,0.178000,0.00951,1.19,891.4620000
Kepler-364 c,Kepler-364,2014,Kepler,0.312000,0.01660,1.19,891.4620000
Kepler-365 b,Kepler-365,2014,Kepler,0.098000,0.01520,1.02,1038.9900000
Kepler-365 c,Kepler-365,2014,Kepler,0.137000,0.01050,1.02,1038.9900000
Kepler-366 b,Kepler-366,2014,Kepler,0.045000,0.00859,1.06,1856.2800000
Kepler-366 c,Kepler-366,2014,Kepler,0.110000,0.01210,1.06,1856.2800000
Kepler-367 b,Kepler-367,2014,Kepler,0.201000,0.00705,0.68,188.0270000
Kepler-367 c,Kepler-367,2014,Kepler,0.253000,0.00588,0.68,188.0270000
Kepler-368 b,Kepler-368,2014,Kepler,0.186000,0.03360,0.97,770.9780000
Kepler-368 c,Kepler-368,2014,Kepler,0.360000,0.04510,0.97,770.9780000
Kepler-369 b,Kepler-369,2014,Kepler,0.030000,0.00474,0.50,214.0000000
Kepler-369 c,Kepler-369,2014,Kepler,0.094000,0.00809,0.50,214.0000000
Kepler-37 b,Kepler-37,2013,Kepler,0.101900,0.00249,0.79,63.9207000
Kepler-37 c,Kepler-37,2013,Kepler,0.139000,0.00409,0.79,63.9207000
Kepler-37 d,Kepler-37,2013,Kepler,0.210900,0.00629,0.79,63.9207000
Kepler-37 e,Kepler-37,2014,Kepler,0.250000,0.02549,0.80,63.9207000
Kepler-370 b,Kepler-370,2014,Kepler,0.054000,0.00993,0.98,1167.9400000
Kepler-370 c,Kepler-370,2014,Kepler,0.140000,0.01360,0.98,1167.9400000
Kepler-371 b,Kepler-371,2014,Kepler,0.200000,0.01330,0.93,813.1920000
Kepler-371 c,Kepler-371,2014,Kepler,0.313000,0.01200,0.93,813.1920000
Kepler-372 b,Kepler-372,2014,Kepler,0.075000,0.00761,1.15,1493.9500000
Kepler-372 c,Kepler-372,2014,Kepler,0.154000,0.01580,1.20,1493.9500000
Kepler-372 d,Kepler-372,2014,Kepler,0.201000,0.01100,1.15,1493.9500000
Kepler-373 b,Kepler-373,2014,Kepler,0.060000,0.00761,0.93,1090.4500000
Kepler-373 c,Kepler-373,2014,Kepler,0.126000,0.00651,0.93,1090.4500000
Kepler-374 b,Kepler-374,2014,Kepler,0.029000,0.00340,1.04,1265.6100000
Kepler-374 c,Kepler-374,2014,Kepler,0.042000,0.00430,1.04,1265.6100000
Kepler-374 d,Kepler-374,2014,Kepler,0.056000,0.00714,1.04,1265.6100000
Kepler-375 b,Kepler-375,2014,Kepler,0.101000,0.00849,0.92,1238.8100000
Kepler-375 c,Kepler-375,2014,Kepler,0.141000,0.02360,0.92,1238.8100000
Kepler-376 b,Kepler-376,2014,Kepler,0.057000,0.00390,1.06,923.0670000
Kepler-376 c,Kepler-376,2014,Kepler,0.115000,0.01210,1.06,923.0670000
Kepler-377 b,Kepler-377,2014,Kepler,0.109000,0.00790,1.07,823.8040000
Kepler-377 c,Kepler-377,2014,Kepler,0.182000,0.01540,1.07,823.8040000
Kepler-378 b,Kepler-378,2014,Kepler,0.112000,0.00109,0.78,152.0940000
Kepler-378 c,Kepler-378,2014,Kepler,0.166000,0.00085,0.78,152.0940000
Kepler-379 b,Kepler-379,2014,Kepler,0.152000,0.01070,1.15,731.2740000
Kepler-379 c,Kepler-379,2014,Kepler,0.326000,0.01840,1.15,731.2740000
Kepler-38 b,Kepler-38,2012,Kepler,0.463200,0.38400,0.94,1174.5900000
Kepler-380 b,Kepler-380,2014,Kepler,0.050000,0.00570,1.08,813.7130000
Kepler-380 c,Kepler-380,2014,Kepler,0.078000,0.00678,1.08,813.7130000
Kepler-381 b,Kepler-381,2014,Kepler,0.066000,0.00295,1.20,267.3230000
Kepler-381 c,Kepler-381,2014,Kepler,0.117000,0.00459,1.20,267.3230000
Kepler-381 d,Kepler-381,2021,Kepler,0.085000,0.00386,1.20,267.3230000
Kepler-382 b,Kepler-382,2014,Kepler,0.055000,0.00724,0.88,935.4460000
Kepler-382 c,Kepler-382,2014,Kepler,0.097000,0.00993,0.88,935.4460000
Kepler-383 b,Kepler-383,2014,Kepler,0.095000,0.00724,0.67,470.0000000
Kepler-383 c,Kepler-383,2014,Kepler,0.172000,0.00651,0.67,470.0000000
Kepler-384 b,Kepler-384,2014,Kepler,0.148000,0.00459,0.97,895.6780000
Kepler-384 c,Kepler-384,2014,Kepler,0.236000,0.00474,0.97,895.6780000
Kepler-385 b,Kepler-385,2014,Kepler,0.097000,0.04000,1.12,1432.6100000
Kepler-385 c,Kepler-385,2014,Kepler,0.127000,0.04200,1.12,1432.6100000
Kepler-385 d,Kepler-385,2020,Kepler,0.302400,0.02320,1.05,1432.6100000
Kepler-386 b,Kepler-386,2014,Kepler,0.096000,0.00790,0.82,882.4620000
Kepler-386 c,Kepler-386,2014,Kepler,0.155000,0.00982,0.82,882.4620000
Kepler-387 b,Kepler-387,2014,Kepler,0.068000,0.00340,0.82,801.0520000
Kepler-387 c,Kepler-387,2014,Kepler,0.098000,0.00201,0.82,801.0520000
Kepler-388 b,Kepler-388,2014,Kepler,0.036000,0.00144,0.64,425.0000000
Kepler-388 c,Kepler-388,2014,Kepler,0.093000,0.00178,0.64,425.0000000
Kepler-389 b,Kepler-389,2014,Kepler,0.041000,0.00909,0.81,816.5590000
Kepler-389 c,Kepler-389,2014,Kepler,0.110000,0.00859,0.81,816.5590000
Kepler-39 b,Kepler-39,2011,Kepler,0.164000,20.10000,1.29,1057.4100000
Kepler-390 b,Kepler-390,2014,Kepler,0.065000,0.00150,0.86,435.2770000
Kepler-390 c,Kepler-390,2014,Kepler,0.101000,0.00131,0.86,435.2770000
Kepler-391 b,Kepler-391,2014,Kepler,0.082000,0.03250,1.03,869.2360000
Kepler-391 c,Kepler-391,2014,Kepler,0.161000,0.03860,1.03,869.2360000
Kepler-392 b,Kepler-392,2014,Kepler,0.059000,0.00306,1.07,681.4280000
Kepler-392 c,Kepler-392,2014,Kepler,0.093000,0.00430,1.07,681.4280000
Kepler-393 b,Kepler-393,2014,Kepler,0.091000,0.00696,1.21,881.4040000
Kepler-393 c,Kepler-393,2014,Kepler,0.124000,0.00733,1.21,881.4040000
Kepler-394 b,Kepler-394,2014,Kepler,0.083000,0.01000,1.13,1058.7200000
Kepler-394 c,Kepler-394,2014,Kepler,0.110000,0.01070,1.13,1058.7200000
Kepler-394 d,Kepler-394,2021,Kepler,0.064600,0.00900,1.14,1058.7200000
Kepler-395 b,Kepler-395,2014,Kepler,0.061000,0.00340,0.62,421.3820000
Kepler-395 c,Kepler-395,2014,Kepler,0.177000,0.00724,0.62,421.3820000
Kepler-396 b,Kepler-396,2013,Kepler,0.233600,0.23800,0.85,223.7570000
Kepler-396 c,Kepler-396,2013,Kepler,0.378000,0.05600,0.85,223.7570000
Kepler-397 b,Kepler-397,2014,Kepler,0.144000,0.02080,0.84,969.0000000
Kepler-397 c,Kepler-397,2014,Kepler,0.480000,0.09950,0.84,969.0000000
Kepler-398 b,Kepler-398,2014,Kepler,0.044000,0.00236,0.65,177.3550000
Kepler-398 c,Kepler-398,2014,Kepler,0.087000,0.00317,0.65,177.3550000
Kepler-398 d,Kepler-398,2016,Kepler,0.061800,0.00193,0.72,177.3550000
Kepler-399 b,Kepler-399,2014,Kepler,0.103000,0.00264,0.90,740.5370000
Kepler-399 c,Kepler-399,2014,Kepler,0.155000,0.00829,0.90,740.5370000
Kepler-399 d,Kepler-399,2014,Kepler,0.261000,0.01330,0.90,740.5370000
Kepler-4 b,Kepler-4,2009,Kepler,0.045600,0.07700,1.22,487.9160000
Kepler-40 b,Kepler-40,2010,Kepler,0.080000,2.20000,1.48,2305.0100000
Kepler-400 b,Kepler-400,2014,Kepler,0.087000,0.01060,1.08,845.9700000
Kepler-400 c,Kepler-400,2014,Kepler,0.134000,0.00889,1.08,845.9700000
Kepler-401 b,Kepler-401,2014,Kepler,0.122000,0.01120,1.17,965.5600000
Kepler-401 c,Kepler-401,2014,Kepler,0.269000,0.01660,1.17,965.5600000
Kepler-401 d,Kepler-401,2016,Kepler,0.650300,0.01820,1.17,965.5600000
Kepler-402 b,Kepler-402,2014,Kepler,0.051000,0.00624,1.15,625.3390000
Kepler-402 c,Kepler-402,2014,Kepler,0.068000,0.00961,1.15,625.3390000
Kepler-402 d,Kepler-402,2014,Kepler,0.087000,0.00780,1.15,625.3390000
Kepler-402 e,Kepler-402,2014,Kepler,0.102000,0.00859,1.15,625.3390000
Kepler-403 b,Kepler-403,2014,Kepler,0.076000,0.00660,1.30,840.2690000
Kepler-403 c,Kepler-403,2014,Kepler,0.297000,0.01170,1.30,840.2690000
Kepler-403 d,Kepler-403,2016,Kepler,0.121735,0.00819,1.25,840.2690000
Kepler-404 b,Kepler-404,2014,Kepler,0.102000,0.00678,0.93,812.5240000
Kepler-404 c,Kepler-404,2014,Kepler,0.118000,0.01130,0.93,812.5240000
Kepler-405 b,Kepler-405,2014,Kepler,0.095000,0.01570,0.91,1065.0800000
Kepler-405 c,Kepler-405,2014,Kepler,0.188000,0.06160,0.91,1065.0800000
Kepler-406 b,Kepler-406,2014,Kepler,0.035974,0.02000,1.07,364.0300000
Kepler-406 c,Kepler-406,2014,Kepler,0.055292,0.00900,1.07,364.0300000
Kepler-407 b,Kepler-407,2014,Kepler,0.015302,0.01007,1.00,338.3680000
Kepler-407 c,Kepler-407,2014,W. M. Keck Observatory,3.270904,12.60000,1.00,338.3680000
Kepler-408 b,Kepler-408,2014,Kepler,0.035890,0.01573,1.08,88.7832000
Kepler-409 b,Kepler-409,2014,Kepler,0.319200,0.01888,0.91,68.1730000
Kepler-41 b,Kepler-41,2011,Kepler,0.031010,0.56000,1.15,1093.0800000
Kepler-410 A b,Kepler-410 A,2013,Kepler,0.122600,0.02650,1.21,147.5270000
Kepler-411 b,Kepler-411,2013,Kepler,0.037500,0.08055,0.87,153.6760000
Kepler-411 c,Kepler-411,2016,Kepler,0.073900,0.08306,0.87,153.6760000
Kepler-411 d,Kepler-411,2018,Kepler,0.279000,0.04782,0.87,153.6760000
Kepler-411 e,Kepler-411,2018,Kepler,0.186000,0.03398,0.87,153.6760000
Kepler-412 b,Kepler-412,2014,Kepler,0.028970,0.94100,1.17,1086.2400000
Kepler-413 b,Kepler-413,2014,Kepler,0.355300,0.21100,0.82,847.5360000
Kepler-414 b,Kepler-414,2014,Kepler,0.052700,0.01100,0.89,413.4600000
Kepler-414 c,Kepler-414,2014,Kepler,0.069900,0.09400,0.89,413.4600000
Kepler-415 b,Kepler-415,2014,Kepler,0.042600,0.37700,0.67,530.4870000
Kepler-415 c,Kepler-415,2014,Kepler,0.069500,0.01480,0.67,530.4870000
Kepler-416 b,Kepler-416,2014,Kepler,0.065800,0.18300,1.00,690.8190000
Kepler-416 c,Kepler-416,2014,Kepler,0.102100,0.02070,1.00,690.8190000
Kepler-416 d,Kepler-416,2023,Kepler,0.040700,0.01010,0.95,690.8190000
Kepler-417 b,Kepler-417,2014,Kepler,0.100600,0.03500,0.90,973.9890000
Kepler-417 c,Kepler-417,2014,Kepler,0.119400,0.02420,0.90,973.9890000
Kepler-418 b,Kepler-418,2014,Kepler,0.377900,1.10000,0.98,1002.5300000
Kepler-418 c,Kepler-418,2021,Kepler,0.102400,0.07470,0.96,1002.5300000
Kepler-419 b,Kepler-419,2014,Kepler,0.370000,2.50000,1.39,1011.3600000
Kepler-419 c,Kepler-419,2014,Kepler,1.680000,7.30000,1.39,1011.3600000
Kepler-42 b,Kepler-42,2011,Kepler,0.011600,0.00126,0.13,40.0595000
Kepler-42 c,Kepler-42,2011,Kepler,0.006000,0.00099,0.13,40.0595000
Kepler-42 d,Kepler-42,2011,Kepler,0.015400,0.00041,0.13,40.0595000
Kepler-421 b,Kepler-421,2014,Kepler,1.219000,0.05080,0.79,348.5580000
Kepler-422 b,Kepler-422,2014,Kepler,0.082000,0.43000,1.15,722.7950000
Kepler-423 b,Kepler-423,2014,Kepler,0.035850,0.59500,0.85,758.7530000
Kepler-424 b,Kepler-424,2014,Kepler,0.044000,1.03000,1.01,698.6460000
Kepler-424 c,Kepler-424,2014,McDonald Observatory,0.730000,6.97000,1.01,698.6460000
Kepler-425 b,Kepler-425,2014,Kepler,0.046400,0.25000,0.93,646.6470000
Kepler-426 b,Kepler-426,2014,Kepler,0.041400,0.34000,0.91,843.6950000
Kepler-427 b,Kepler-427,2014,Kepler,0.091000,0.29000,0.96,1017.8000000
Kepler-428 b,Kepler-428,2014,Kepler,0.043300,1.27000,0.87,686.2840000
Kepler-43 b,Kepler-43,2011,Kepler,0.046000,3.23000,1.32,1005.8400000
Kepler-430 b,Kepler-430,2015,Kepler,0.224400,0.03340,1.17,917.4770000
Kepler-430 c,Kepler-430,2015,Kepler,0.475700,0.01170,1.17,917.4770000
Kepler-431 b,Kepler-431,2015,Kepler,0.071900,0.00117,1.07,486.5460000
Kepler-431 c,Kepler-431,2015,Kepler,0.084700,0.00072,1.07,486.5460000
Kepler-431 d,Kepler-431,2015,Kepler,0.104500,0.00444,1.07,486.5460000
Kepler-432 b,Kepler-432,2015,Kepler,0.301000,5.41000,1.32,848.0230000
Kepler-432 c,Kepler-432,2015,Fred Lawrence Whipple Observatory,,2.43000,1.32,848.0230000
Kepler-433 b,Kepler-433,2015,Kepler,0.067900,2.82000,1.46,1878.3100000
Kepler-434 b,Kepler-434,2015,Kepler,0.114300,2.86000,1.20,1222.5400000
Kepler-435 b,Kepler-435,2015,Kepler,0.094800,0.84000,1.54,1418.7700000
Kepler-436 b,Kepler-436,2015,Kepler,0.339000,0.02490,0.73,588.8670000
Kepler-436 c,Kepler-436,2016,Kepler,0.115800,0.01900,0.75,588.8670000
Kepler-437 b,Kepler-437,2015,Kepler,0.288000,0.01640,0.71,304.0000000
Kepler-438 b,Kepler-438,2015,Kepler,0.166000,0.00459,0.54,195.9428717
Kepler-439 b,Kepler-439,2015,Kepler,0.563000,0.01780,0.88,757.0480000
Kepler-44 b,Kepler-44,2011,Kepler,0.044600,1.00000,1.12,1188.0000000
Kepler-440 b,Kepler-440,2015,Kepler,0.242000,0.01300,0.57,301.0300000
Kepler-441 b,Kepler-441,2015,Kepler,0.640000,0.01050,0.57,268.0030000
Kepler-442 b,Kepler-442,2015,Kepler,0.409000,0.00742,0.61,365.9650000
Kepler-443 b,Kepler-443,2015,Kepler,0.495000,0.01900,0.74,802.2710000
Kepler-444 b,Kepler-444,2015,Kepler,0.041780,0.00012,0.76,36.4396000
Kepler-444 c,Kepler-444,2015,Kepler,0.048810,0.00025,0.76,36.4396000
Kepler-444 d,Kepler-444,2015,Kepler,0.060000,0.00063,0.76,36.4396000
Kepler-444 e,Kepler-444,2015,Kepler,0.069600,0.00031,0.76,36.4396000
Kepler-444 f,Kepler-444,2015,Kepler,0.081100,0.00104,0.76,36.4396000
Kepler-445 b,Kepler-445,2015,Kepler,0.021700,0.00982,0.18,127.2010000
Kepler-445 c,Kepler-445,2015,Kepler,0.030100,0.02150,0.18,127.2010000
Kepler-445 d,Kepler-445,2015,Kepler,0.043900,0.00660,0.18,127.2010000
Kepler-446 b,Kepler-446,2015,Kepler,0.018200,0.00899,0.22,96.3390000
Kepler-446 c,Kepler-446,2015,Kepler,0.028300,0.00444,0.22,96.3390000
Kepler-446 d,Kepler-446,2015,Kepler,0.040300,0.00752,0.22,96.3390000
Kepler-447 b,Kepler-447,2015,Kepler,0.076900,1.37000,1.00,268.0410000
Kepler-448 c,KOI-12,2017,Kepler,4.200000,22.00000,1.50,399.3980000
Kepler-449 b,Kepler-449,2015,Kepler,0.102700,0.01540,1.02,241.9490000
Kepler-449 c,Kepler-449,2015,Kepler,0.197900,0.02540,1.02,241.9490000
Kepler-45 b,Kepler-45,2011,Kepler,0.030000,0.50500,0.59,381.9490000
Kepler-450 b,Kepler-450,2015,Kepler,0.199300,0.06104,1.19,455.9820000
Kepler-450 c,Kepler-450,2015,Kepler,0.132400,0.03933,1.19,455.9820000
Kepler-450 d,Kepler-450,2015,Kepler,0.082000,0.05538,1.19,455.9820000
Kepler-451 c,2MASS J19383260+4603591,2022,Multiple Observatories,,1.61000,0.48,396.3320000
Kepler-451 d,2MASS J19383260+4603591,2022,Multiple Observatories,,1.76000,0.48,396.3320000
Kepler-452 b,Kepler-452,2015,Kepler,1.046000,0.01040,1.04,551.7270000
Kepler-453 b,Kepler-453,2015,Kepler,0.790300,0.05034,0.94,442.8460000
Kepler-454 b,Kepler-454,2015,Kepler,0.095280,0.01699,1.03,230.8690000
Kepler-454 c,Kepler-454,2015,Multiple Facilities,1.287000,4.51000,1.03,230.8690000
Kepler-454 d,Kepler-454,2023,Roque de los Muchachos Observatory,5.100000,2.31000,1.03,230.8690000
Kepler-457 d,KOI-7892,2021,Kepler,0.099600,0.02890,1.15,1072.3000000
Kepler-458 c,KIC 9663113,2016,Kepler,0.154000,0.05160,1.15,1594.7400000
Kepler-46 b,Kepler-46,2012,Kepler,0.196800,6.00000,0.90,777.0600000
Kepler-46 c,Kepler-46,2012,Kepler,0.279900,0.37600,0.90,777.0600000
Kepler-46 d,Kepler-46,2014,Kepler,0.067000,0.01050,0.92,777.0600000
Kepler-460 c,KIC 5437945,2016,Kepler,0.721100,0.08210,1.17,1274.0100000
Kepler-461 b,Kepler-461,2016,Kepler,0.082100,0.02260,0.98,692.1580000
Kepler-462 b,Kepler-462,2016,Kepler,0.417200,0.16959,1.59,596.6250000
Kepler-462 c,Kepler-462,2020,Kepler,0.758400,0.01888,1.59,596.6250000
Kepler-463 b,Kepler-463,2016,Kepler,0.078000,0.03000,0.87,394.8040000
Kepler-464 b,Kepler-464,2016,Kepler,0.076500,0.03430,1.21,667.6040000
Kepler-465 b,Kepler-465,2016,Kepler,0.095300,0.02830,1.23,553.0770000
Kepler-466 b,Kepler-466,2016,Kepler,0.267100,0.02670,1.04,530.1220000
Kepler-466 c,Kepler-466,2016,Kepler,0.046500,0.00660,1.04,530.1220000
Kepler-467 b,Kepler-467,2016,Kepler,0.165100,0.01790,1.05,466.2650000
Kepler-468 b,Kepler-468,2016,Kepler,0.221300,,0.96,442.8710000
Kepler-47 b,Kepler-47,2012,Kepler,0.287700,0.00651,0.96,1025.0200000
Kepler-47 c,Kepler-47,2012,Kepler,0.963800,0.00997,0.96,1025.0200000
Kepler-47 d,Kepler-47,2019,Kepler,0.699200,0.05984,0.96,1025.0200000
Kepler-471 b,Kepler-471,2016,Kepler,0.062600,117.00000,1.49,1249.4100000
Kepler-472 b,Kepler-472,2016,Kepler,0.048300,0.03290,0.85,306.6020000
Kepler-473 b,Kepler-473,2016,Kepler,0.118600,0.04920,1.06,905.9370000
Kepler-474 b,Kepler-474,2016,Kepler,0.060600,0.03020,0.99,841.4960000
Kepler-475 b,Kepler-475,2016,Kepler,0.039900,0.02130,0.86,280.0690000
Kepler-476 b,Kepler-476,2016,Kepler,0.112600,0.03050,1.03,813.5350000
Kepler-477 b,Kepler-477,2016,Kepler,0.091100,0.01550,0.87,367.0000000
Kepler-478 b,Kepler-478,2016,Kepler,0.103200,0.02450,0.85,420.0000000
Kepler-479 b,Kepler-479,2016,Kepler,0.099400,0.01620,0.86,344.9010000
Kepler-48 b,Kepler-48,2012,Kepler,0.053918,0.01240,0.88,306.7380000
Kepler-48 c,Kepler-48,2012,Kepler,0.086293,0.04597,0.88,306.7380000
Kepler-48 d,Kepler-48,2014,Kepler,0.232907,0.02500,0.88,306.7380000
Kepler-48 e,Kepler-48,2014,W. M. Keck Observatory,1.898275,2.06700,0.88,306.7380000
Kepler-48 f,Kepler-48,2023,W. M. Keck Observatory,5.719188,0.93944,0.92,306.7380000
Kepler-480 b,Kepler-480,2016,Kepler,0.060500,0.02560,1.25,847.5080000
Kepler-481 b,Kepler-481,2016,Kepler,0.089400,0.02140,1.01,813.7240000
